0, 0, 0
0.05, 0.0998334166468282, 0.025
0.1, 0.198669330795061, 0.05
0.15, 0.29552020666134, 0.075
0.2, 0.389418342308651, 0.1
0.25, 0.479425538604203, 0.125
0.3, 0.564642473395035, 0.15
0.35, 0.644217687237691, 0.175
0.4, 0.717356090899523, 0.2
0.45, 0.783326909627483, 0.225
0.5, 0.841470984807896, 0.25
0.55, 0.891207360061435, 0.275
0.6, 0.932039085967226, 0.3
0.65, 0.963558185417193, 0.325
0.7, 0.98544972998846, 0.35
0.75, 0.997494986604054, 0.375
0.8, 0.999573603041505, 0.4
0.85, 0.991664810452469, 0.425
0.9, 0.973847630878195, 0.45
0.95, 0.946300087687414, 0.475
