-0.813412,1.023548,-1.060271,0.334258,0.285216,-0.052000,0.477675,-0.319946,-0.215567,0.004893,0.069376
-1.211106,1.332118,-0.546212,0.338736,0.420985,0.028155,0.473825,-0.270369,-0.096311,-0.124910,-0.081511
-1.109396,1.135311,-0.501651,0.447247,0.441177,-0.119414,0.383343,-0.355700,-0.047633,0.223130,-0.123990
-1.043155,1.182524,-0.720688,0.249863,0.474803,-0.270503,0.372832,-0.316712,-0.181678,0.055079,-0.158679
-1.100785,1.093757,-0.370321,0.413128,0.385491,-0.009907,0.353168,-0.483997,-0.197900,0.071386,0.023368
-1.325357,1.190511,-0.586766,0.388914,0.315036,-0.109321,0.372263,-0.486358,0.091544,-0.126258,-0.103701
-1.046749,1.044426,-0.519844,0.401578,0.469325,-0.029919,0.327386,-0.331854,0.082604,-0.033120,-0.059584
-0.985708,1.218648,-0.821393,0.279121,0.460103,0.117526,0.408995,-0.349226,-0.155830,-0.175944,-0.019767
-1.315868,1.428605,-0.543822,0.339299,0.543914,0.072501,0.392106,-0.294770,0.022954,-0.293018,-0.079405
-1.250609,1.016882,-0.665832,0.295208,0.171373,-0.044505,0.346831,-0.410785,-0.392817,0.104172,0.054783
-0.850868,0.893899,-0.875058,0.528287,0.115324,-0.286145,0.411835,-0.312485,-0.037233,0.074086,0.123992
-1.169103,0.866128,-0.669419,0.448277,0.376968,-0.195325,0.347487,-0.339070,-0.186886,0.153842,-0.114070
-1.024343,0.821878,-0.875303,0.467281,0.391967,-0.148924,0.256385,-0.380704,-0.164291,0.162349,-0.070196
-0.831321,1.042516,-1.365836,0.270221,0.419412,0.004340,0.496993,-0.343582,-0.150524,0.080662,-0.054209
-0.863129,0.879513,-0.485768,0.281743,0.394865,-0.132350,0.305658,-0.311334,0.035452,-0.080667,-0.210266
-1.084655,0.935961,-0.518322,0.439556,0.312153,-0.072451,0.314709,-0.418719,-0.147177,0.159480,-0.113207
-1.138483,1.170445,-0.882621,0.376673,0.359984,0.088386,0.266638,-0.445496,0.090825,-0.130021,-0.078659
-1.168100,1.202522,-0.597092,0.290938,0.320916,-0.031517,0.248908,-0.337486,0.100620,-0.203515,-0.156046
-0.907277,0.996832,-0.775930,0.209656,0.407836,-0.135297,0.297228,-0.349584,-0.031295,0.014260,-0.045395
-1.038996,0.929633,-0.801443,0.451633,0.267856,-0.051083,0.229953,-0.374098,-0.149104,0.014898,-0.078111
-0.873969,0.962415,-0.775716,0.215039,0.474658,-0.039758,0.375774,-0.180515,-0.164857,0.029871,0.126902
-0.848446,0.890632,-0.696160,0.235857,0.434195,-0.055046,0.286537,-0.284138,0.046077,-0.094546,-0.016625
-0.909887,0.730734,-0.510885,0.235013,0.400381,-0.065053,0.358356,-0.323517,-0.056536,-0.102021,-0.033835
-0.759739,0.934372,-0.590316,0.595132,0.180385,-0.320601,0.392910,-0.351897,-0.046942,-0.122881,-0.072938
-0.700889,0.932219,-0.702193,0.562162,0.064909,-0.243874,0.495630,-0.280265,-0.231986,-0.037085,0.079314
-0.848459,1.231024,-0.696120,0.541861,0.252757,-0.412251,0.432599,-0.343438,-0.253642,-0.062033,-0.069477
-1.007172,1.151962,-0.669647,0.415142,0.271620,0.077754,0.382316,-0.475458,-0.060964,-0.018504,-0.001646
-1.159939,1.263334,-0.572558,0.388793,0.351784,0.129099,0.361387,-0.375024,-0.093122,-0.153223,-0.030630
-1.250961,0.936449,-0.352516,0.406310,0.086480,0.153232,0.353075,-0.305040,0.159717,-0.058412,0.121019
-1.210538,1.045383,-0.663798,0.392059,0.399535,-0.053426,0.259928,-0.415553,0.131447,0.096650,0.002798
-1.327135,1.223453,-0.585708,0.448353,0.340431,0.066770,0.450328,-0.140512,-0.295667,-0.165012,-0.012207
-1.043966,1.255649,-0.727921,0.273175,0.512499,-0.005511,0.501425,-0.267981,-0.066261,-0.092800,-0.093687
-1.130563,1.152322,-0.771588,0.288553,0.093605,0.025571,0.236376,-0.395645,-0.039771,-0.047408,-0.079655
-1.165254,1.164778,-0.593025,0.349537,0.196402,-0.006644,0.328284,-0.349166,-0.327360,0.017699,-0.028657
-1.051625,1.123084,-0.706463,0.364078,0.423030,-0.027291,0.370941,-0.163569,-0.005383,-0.138393,-0.004289
-1.261106,1.231177,-0.599811,0.350971,0.213551,0.033166,0.203022,-0.166684,-0.090400,-0.147230,-0.039371
-0.380783,0.241369,-0.081825,0.029978,0.362249,-0.009920,0.323521,-0.313763,-0.229775,-0.120368,-0.021604
-0.175002,0.689784,-0.534576,0.128199,0.483949,0.267210,0.472981,-0.295017,-0.309863,-0.187796,0.052344
-1.080535,0.518265,-0.769043,0.465915,0.151782,0.185003,0.154277,-0.311361,-0.253381,-0.239414,0.154678
-0.462427,0.449818,-0.930969,0.086821,0.557409,0.106840,0.470692,-0.414891,-0.154440,-0.078439,0.215108
-1.089215,0.551852,-0.435028,0.569123,0.159935,0.269815,0.284080,-0.398599,-0.262664,-0.038989,0.083277
-0.712498,0.398840,-0.634849,0.441213,0.350352,0.031978,0.116202,-0.361456,-0.204013,-0.021720,-0.079470
-1.020480,0.713295,-1.060946,0.544424,0.358462,-0.004982,0.046987,-0.653994,-0.235512,0.008663,0.147926
-1.207906,0.945730,-1.335225,0.148499,0.155554,-0.145308,0.206423,-0.586462,-0.195756,-0.236366,-0.230538
-1.048434,0.614897,-0.827627,0.275134,0.099613,-0.027998,0.090584,-0.181958,-0.093256,-0.191019,-0.174146
-0.399756,0.349616,-0.568110,0.104670,0.272399,0.060829,0.422159,-0.344407,-0.052068,-0.144048,0.165196
-0.681810,0.453729,-0.385795,0.256537,0.261208,0.141237,0.172143,-0.509177,-0.195735,-0.021563,0.125176
