0.32, 0.60
0.07, 0.81
0.13, 0.68
0.18, 0.71
0.14, 0.65
0.00, 0.71
0.17, 0.61
0.21, 0.73
0.00, 0.88
0.04, 0.59
0.30, 0.51
0.10, 0.49
0.19, 0.46
0.31, 0.61
0.28, 0.50
0.15, 0.54
0.11, 0.70
0.10, 0.72
0.26, 0.57
0.18, 0.53
0.28, 0.56
0.30, 0.51
0.26, 0.40
0.36, 0.54
0.39, 0.53
0.30, 0.74
0.20, 0.69
0.10, 0.76
0.04, 0.54
0.07, 0.61
0.00, 0.74
0.17, 0.76
0.12, 0.69
0.10, 0.70
0.17, 0.67
0.04, 0.74
0.60, 0.06
0.73, 0.37
0.15, 0.25
0.54, 0.20
0.15, 0.27
0.39, 0.17
0.19, 0.38
0.07, 0.54
0.17, 0.32
0.57, 0.13
0.40, 0.20
0.33, 0.36
0.30, 0.31
0.32, 0.26
0.33, 0.21
0.55, 0.19
0.48, 0.17
0.57, 0.25
0.64, 0.20
0.34, 0.17
0.16, 0.51
0.53, 0.36
0.31, 0.15
0.44, 0.31
0.36, 0.23
0.48, 0.20
0.21, 0.28
0.26, 0.32
0.63, 0.36
0.49, 0.18
0.37, 0.00
0.45, 0.22
0.32, 0.28
0.22, 0.52
0.49, 0.43
0.43, 0.21
0.48, 0.24
0.67, 0.34
0.66, 0.45
0.78, 0.49
0.84, 0.49
0.75, 0.49
0.79, 0.43
0.89, 0.53
1.00, 0.49
0.77, 0.52
0.75, 0.52
0.85, 0.53
0.79, 0.55
0.77, 0.60
0.82, 0.56
0.81, 0.71
0.84, 0.53
0.97, 0.74
0.87, 0.74
0.61, 1.00
0.68, 0.83
0.78, 0.63
0.85, 0.55
0.80, 0.82
0.86, 0.64
0.75, 0.75
0.89, 0.41
0.80, 0.77
0.93, 0.78
0.82, 0.72
0.81, 0.78
0.90, 0.86
